numWins,teamNumber,nameShort,city,stateProv,country,homeCMP,year,region
2,999,MechaRAMS,Cheshire,Connecticut,USA,CMPTX,2022,Northeast
1,1002,CircuitRunners Robotics,Marietta,Georgia,USA,CMPTX,2022,South
4,1011,CRUSH,Tucson,Arizona,USA,CMPTX,2022,West
3,1013,The Phoenix,Queen Creek ,Arizona,USA,,2014,West
1,1015,Pi Hi Samurai,Ann Arbor,Michigan,USA,,2008,Midwest
1,1018,Pike RoboDevils,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
16,1023,Bedford Express,Temperance,Michigan,USA,CMPTX,2022,Midwest
15,1024,Kil-A-Bytes,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
5,1025,IMPI Robotics,Ferndale,Michigan,USA,CMPTX,2022,Midwest
1,1027,Mechatronic Maniacs,West Springfield,Massachusetts,USA,CMPTX,2022,Northeast
1,1030,Combined Minds,Groveport,Ohio,USA,,2004,Midwest
1,1031,The Boilermakers,San Francisco,California,USA,,2007,West
3,1038,Lakota Robotics,Liberty Township,Ohio,USA,CMPTX,2022,Midwest
1,1046,Aztechs,Palm Desert,California,USA,,2004,West
1,1051,Technical Terminators,Mullins,South Carolina,USA,CMPTX,2022,South
2,1057,The Blue Knights,Sandersville,Georgia,USA,,2008,South
5,1058,PVC Pirates,Londonderry,New Hampshire,USA,CMPTX,2022,Northeast
2,1065,The Moose,Kissimmee,Florida,USA,CMPTX,2022,South
3,1071,Team MAX,Wolcott,Connecticut,USA,CMPTX,2022,Northeast
2,1072,Harker Robotics,San Jose,California,USA,CMPTX,2022,West
5,1073,The Force Team,Hollis,New Hampshire,USA,CMPTX,2022,Northeast
1,1076,Pi Hi Samurai,Ann Arbor,Michigan,USA,CMPTX,2022,Midwest
9,1086,Blue Cheese,Glen Allen,Virginia,USA,CMPTX,2022,South
1,1087,Titronics Digerati,Salem,Oregon,USA,,2008,West
1,1089,Team Mercury,Hightstown,New Jersey,USA,CMPTX,2022,Northeast
1,1091,Oriole Assault,Hartford,Wisconsin,USA,CMPTX,2022,Midwest
1,1094,Channel Cats,O Fallon,Missouri,USA,CMPTX,2022,Midwest
2,1099,DiscoTechs,Brookfield,Connecticut,USA,CMPTX,2022,Northeast
1,1100,Inverse Polarity,Northborough/Southborough,Massachusetts,USA,CMPTX,2022,Northeast
4,1102,M'Aiken Magic ,Aiken,South Carolina,USA,CMPTX,2022,South
2,1108,Panther Robotics,Paola,Kansas,USA,CMPTX,2022,Midwest
3,1111,Power Hawks Robotics,Edgewater,Maryland,USA,CMPTX,2022,Northeast
1,1123,AIM ⛟ Robotics,Fairfax,Virginia,USA,CMPTX,2022,South
5,1124,UberBots,Avon,Connecticut,USA,CMPTX,2022,Northeast
8,1126,SPARX,Webster,New York,USA,CMPTX,2022,Northeast
1,1127,Lotus Robotics,Milton,Georgia,USA,,2016,South
3,1138,Eagle Engineering,West Hills,California,USA,CMPTX,2022,West
1,1139,The Chamblee Gear Grinders,Chamblee,Georgia,USA,,2007,South
1,1140,MAGNADON,Holly,Michigan,USA,,2005,Midwest
1,1143,Cruzin' Comets,Clarks Summit,Pennsylvania,USA,CMPTX,2022,Northeast
1,1147,The Herdinators,Elk Grove,California,USA,,2009,West
1,1155,SciBorgs,Bronx,New York,USA,CMPTX,2022,Northeast
1,1158,The Corps,Collbran,Colorado,USA,,2012,West
1,1164,Project NEO,Las Cruces,New Mexico,USA,CMPTX,2022,West
3,1165,Team Paradise,Phoenix,Arizona,USA,CMPTX,2022,West
1,1168,Malvern Robotics,Malvern,Pennsylvania,USA,CMPTX,2022,Northeast
1,1180,Atomsmashers,Thunderbolt,Georgia,USA,,2006,South
1,1184,Cobra Robotics,Bel Air,Maryland,USA,,2007,Northeast
5,1188,Ravens,Royal Oak,Michigan,USA,CMPTX,2022,Midwest
5,1189,The Gearheads,Grosse Pointe,Michigan,USA,CMPTX,2022,Midwest
1,1195,S.O.A.R. (Students of Applied Robotics),Springdale,Maryland,USA,,2015,Northeast
3,1197,TorBots,Torrance,California,USA,CMPTX,2022,West
4,1208,Metool Brigade,O Fallon,Illinois,USA,CMPTX,2022,Midwest
2,1212,Sentinels,Chandler,Arizona,USA,CMPTX,2022,West
1,1216,Knights,Oak Park,Michigan,USA,,2010,Midwest
12,1218,SCH Robotics,Philadelphia,Pennsylvania,USA,CMPTX,2022,Northeast
1,1225,The Gorillas,Hendersonville,North Carolina,USA,CMPTX,2022,South
1,1228,RoboTribe,Rahway,New Jersey,USA,CMPTX,2022,Northeast
1,1230,The Lehman Lionics,Bronx,New York,USA,CMPTX,2022,Northeast
3,1243,Dragons,Swartz Creek,Michigan,USA,CMPTX,2022,Midwest
1,1249,Robo Rats,Delbarton,West Virginia,USA,,2016,South
6,1251,TechTigers Robotics,Tamarac,Florida,USA,CMPTX,2022,South
3,1254,Tech Force,Lawrence,Michigan,USA,CMPTX,2022,Midwest
1,1255,Blarglefish,Baytown,Texas,USA,CMPTX,2022,South
3,1257,Parallel Universe,Scotch Plains,New Jersey,USA,CMPTX,2022,Northeast
1,1258,SeaBot,Seattle,Washington,USA,CMPTX,2022,West
3,1259,Paradigm Shift,Pewaukee,Wisconsin,USA,CMPTX,2022,Midwest
8,1261,Robo Lions ,Suwanee,Georgia,USA,CMPTX,2022,South
4,1262,the STAGS,Martinsville,Virginia,USA,CMPTX,2022,South
1,1266,The Devil Duckies,San Diego,California,USA,CMPTX,2022,West
2,1270,Red Dragons,Cleveland,Ohio,USA,,2013,Midwest
1,1272,Tyrannikal Mechanikal,Bloomington,Indiana,USA,,2006,Midwest
1,1276,Kaizen Blitz,Rockland,Maine,USA,,2009,Northeast
2,1279,Cold Fusion,Somerville,New Jersey,USA,CMPTX,2022,Northeast
3,1280,Ragin' C-Biscuits,Danville,California,USA,CMPTX,2022,West
1,1287,Aluminum Assault,Myrtle Beach,South Carolina,USA,CMPTX,2022,South
1,1289,Gearheadz,Lawrence,Massachusetts,USA,CMPTX,2022,Northeast
1,1293,Pandamaniacs,Columbia,South Carolina,USA,CMPTX,2022,South
2,1294,Pack of Parts,Sammamish,Washington,USA,CMPTX,2022,West
3,1296,Full Metal Jackets,Rockwall,Texas,USA,CMPTX,2022,South
2,1302,Team Lionheart,Sparta,New Jersey,USA,,2015,Northeast
2,1307,Robosaints,Dover,New Hampshire,USA,CMPTX,2022,Northeast
2,1311,Kell Robotics,Marietta,Georgia,USA,CMPTX,2022,South
1,1317,Digital Fusion,Westerville,Ohio,USA,CMPTX,2022,Midwest
9,1318,Issaquah Robotics Society ,Issaquah,Washington,USA,CMPTX,2022,West
6,1319,Flash,Mauldin,South Carolina,USA,CMPTX,2022,South
1,1322,Genesee Robotics Area Youth Team (GRAYT),Fenton,Michigan,USA,CMPTX,2022,Midwest
16,1323,MadTown Robotics,Madera,California,USA,CMPTX,2022,West
1,1324,Sporks,Sedona,Arizona,USA,,2009,West
2,1332,SWIFT,Collbran,Colorado,USA,CMPTX,2022,West
2,1339,AngelBotics,Denver,Colorado,USA,CMPTX,2022,West
4,1359,Scalawags,Lebanon,Oregon,USA,CMPTX,2022,West
4,1369,Minotaur,Tampa,Florida,USA,CMPTX,2022,South
1,1370,Thermogenesis,Middletown,Delaware,USA,CMPTX,2022,Northeast
1,1386,The Trobots,Canton,Ohio,USA,,2009,Midwest
1,1388,Eagle Robotics,Arroyo Grande,California,USA,CMPTX,2022,West
1,1389,The Body Electric ,Bethesda,Maryland,USA,CMPTX,2022,Northeast
2,1391,The Metal Moose,West Chester,Pennsylvania,USA,CMPTX,2022,Northeast
1,1398,Robo-Raiders,Columbia,South Carolina,USA,CMPTX,2022,South
4,1403,Cougar Robotics,Skillman,New Jersey,USA,CMPTX,2022,Northeast
4,1405,Finney Falcons,Penfield,New York,USA,CMPTX,2022,Northeast
3,1410,The Kraken,Denver,Colorado,USA,CMPTX,2022,West
2,1414,IHOT,Atlanta,Georgia,USA,CMPTX,2022,South
6,1418,Vae Victis,Falls Church,Virginia,USA,CMPTX,2022,South
6,1421,Team Chaos,Picayune,Mississippi,USA,CMPTX,2022,South
12,1425,Error Code Xero,Wilsonville,Oregon,USA,CMPTX,2022,West
1,1429,TEAM KAOS,Galena Park,Texas,USA,,2014,South
2,1444,Lightning ,Saint Louis,Missouri,USA,CMPTX,2022,Midwest
1,1450,XQ Robotix,Rochester,New York,USA,CMPTX,2022,Northeast
1,1452,Omnicats,Los Angeles,California,USA,CMPTX,2022,West
1,1458,Red Tie Robotics,Danville,California,USA,CMPTX,2022,West
2,1466,Webb Robotics,Knoxville,Tennessee,USA,CMPTX,2022,South
2,1468,Hicksville J-Birds,Hicksville,New York,USA,CMPTX,2022,Northeast
1,1474,Titans,Tewksbury,Massachusetts,USA,CMPTX,2022,Northeast
13,1477,Texas Torque,Conroe,Texas,USA,CMPTX,2022,South
3,1481,The Riveters,Farmington,Michigan,USA,CMPTX,2022,Midwest
1,1492,Team CAUTION,Tempe,Arizona,USA,CMPTX,2022,West
1,1493, Falcons,Albany,New York,USA,CMPTX,2022,Northeast
4,1495,Red Devils,West Grove,Pennsylvania,USA,CMPTX,2022,Northeast
9,1501,Team THRUST,Huntington,Indiana,USA,CMPTX,2022,Midwest
2,1502,Technical Difficulties,Chelsea,Michigan,USA,CMPTX,2022,Midwest
8,1506,Metal Muscle,Flint,Michigan,USA,CMPTX,2022,Midwest
6,1507,Warlocks,Lockport,New York,USA,CMPTX,2022,Northeast
1,1510,Wildcats,Beaverton,Oregon,USA,CMPTX,2022,West
5,1511,Rolling Thunder,Penfield,New York,USA,CMPTX,2022,Northeast
1,1512,The Big Red,Concord,New Hampshire,USA,CMPTX,2022,Northeast
2,1515,MorTorq,Beverly Hills,California,USA,CMPTX,2022,West
1,1516,Fightin' Grizzlies,San Ramon,California,USA,,2012,West
2,1517,AMP'D UP,Concord,New Hampshire,USA,CMPTX,2022,Northeast
1,1518,Raider Robotics,Palmyra,New York,USA,CMPTX,2022,Northeast
14,1519,Mechanical Mayhem,Milford,New Hampshire,USA,CMPTX,2022,Northeast
3,1522,DOTM - Defenders of the Multiverse  : Hanover High School,Mechanicsville,Virginia,USA,CMPTX,2022,South
1,1527,Bionic Battalion,El Cajon,California,USA,,2009,West
1,1529,CyberCards,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
11,1533,Triple Strange,Greensboro,North Carolina,USA,CMPTX,2022,South
5,1538,The Holy Cows,San Diego,California,USA,CMPTX,2022,West
1,1539,Clover Eagle Robotics,Clover,South Carolina,USA,CMPTX,2022,South
5,1540,Flaming Chickens,Portland,Oregon,USA,CMPTX,2022,West
1,1541,MidloCanics,Midlothian,Virginia,USA,,2016,South
1,1551,The Grapes of Wrath,Naples,New York,USA,CMPTX,2022,Northeast
2,1555,Cryonics,Elkhart,Indiana,USA,CMPTX,2022,Midwest
3,1559,Devil Tech,Victor,New York,USA,CMPTX,2022,Northeast
2,1561,ROBODUCKS,Oklahoma City,Oklahoma,USA,CMPTX,2022,South
1,1566,AMMOKNIGHTS,Idaho Falls,Idaho,USA,CMPTX,2022,West
1,1567,Shock-a-Bots,Rochester,New York,USA,,2007,Northeast
1,1568,Mechanicatz,Pawtucket,Rhode Island,USA,,2007,Northeast
1,1569,Haywire Robotics,Pocatello,Idaho,USA,CMPTX,2022,West
1,1571,CALibrate Robotics,Gresham,Oregon,USA,CMPTX,2022,West
1,1572,The Hammer Heads,San Diego,California,USA,CMPTX,2022,West
1,1583,Ridge View Academy Rambotics,Watkins,Colorado,USA,CMPTX,2022,West
1,1584,Pirates,Nederland,Colorado,USA,CMPTX,2022,West
2,1591,Greece Gladiators,Rochester,New York,USA,CMPTX,2022,Northeast
5,1592,Bionic Tigers,Cocoa,Florida,USA,CMPTX,2022,South
6,1595,The Dragons,Spokane,Washington,USA,CMPTX,2022,West
1,1596,The Instigators,Sault Sainte Marie,Michigan,USA,CMPTX,2022,Midwest
1,1598,TeamTalon 1598,Danville,Virginia,USA,CMPTX,2022,South
1,1599,CircuiTree,Mechanicsville,Virginia,USA,CMPTX,2022,South
7,1610,⛴ Blackwater Robotics ⛴,Franklin,Virginia,USA,CMPTX,2022,South
1,1612,Robo-Sharks,Brooksville,Florida,USA,,2013,South
15,1619,Up-A-Creek Robotics,Longmont,Colorado,USA,CMPTX,2022,West
1,1622,Team Spyder,Poway,California,USA,CMPTX,2022,West
10,1625,Winnovation,Winnebago,Illinois,USA,CMPTX,2022,Midwest
3,1626,Falcon Robotics,Metuchen,New Jersey,USA,CMPTX,2022,Northeast
8,1629,Garrett Coalition (GaCo),Accident,Maryland,USA,CMPTX,2022,Northeast
1,1635,TECHNOTICS,Elmhurst,New York,USA,CMPTX,2022,Northeast
1,1636,Reds Robotics,Arvada,Colorado,USA,,2007,West
13,1640,Sab-BOT-age,Downingtown,Pennsylvania,USA,CMPTX,2022,Northeast
1,1642,Techno-Cats,Ft. Worth,Texas,USA,CMPTX,2018,South
1,1646,Precision Guessworks,Lafayette,Indiana,USA,CMPTX,2022,Midwest
5,1648,G3 Robotics,Atlanta,Georgia,USA,CMPTX,2022,South
2,1649,Lakerbotics,Windermere,Florida,USA,CMPTX,2022,South
1,1658,Tech Heads,St. Louis,Missouri,USA,CMPTX,2022,Midwest
5,1662,Raptor Force Engineering,Lodi,California,USA,CMPTX,2022,West
3,1671,Buchanan Bird Brains,Clovis,California,USA,CMPTX,2022,West
3,1675,UPS (Ultimate Protection Squad),Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
12,1676,The Pascack PI-oneers,Montvale,New Jersey,USA,CMPTX,2022,Northeast
1,1677,Qunatum Ninjas,Kalamazoo,Michigan,USA,CMPTX,2022,Midwest
39,1678,Citrus Circuits,Davis,California,USA,CMPTX,2022,West
4,1683,Techno Titans,Johns Creek,Georgia,USA,CMPTX,2022,South
6,1684,The Chimeras ,Lapeer,Michigan,USA,CMPTX,2022,Midwest
1,1696,RoboRevolution,Sun River,Montana,USA,,2013,West
4,1699,Robocats,Colchester,Connecticut,USA,CMPTX,2022,Northeast
3,1701,RoboCubs,Detroit,Michigan,USA,CMPTX,2022,Midwest
6,1706,Ratchet Rockers,Wentzville,Missouri,USA,CMPTX,2022,Midwest
3,1708,AMP'D Robotics,McKeesport,Pennsylvania,USA,CMPTX,2022,Northeast
4,1710,The Ravonics Revolution,Olathe,Kansas,USA,CMPTX,2022,Midwest
4,1711,RAPTORS,Traverse City,Michigan,USA,CMPTX,2022,Midwest
1,1713,Gears,Cape Vincent / Clayton,New York,USA,,2010,Northeast
3,1714,MORE Robotics,Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
10,1717,D'Penguineers,Goleta,California,USA,,2015,West
9,1718,The Fighting Pi,Armada,Michigan,USA,CMPTX,2022,Midwest
2,1720,PhyXTGears,Matthews,Indiana,USA,CMPTX,2022,Midwest
4,1723,The FBI - FIRST Bots of Independence,Independence,Missouri,USA,CMPTX,2022,Midwest
4,1726,N.E.R.D.S. (Nifty Engineering Robotics Design Squad),Sierra Vista,Arizona,USA,CMPTX,2022,West
3,1727,REX,Lutherville Timonium,Maryland,USA,CMPTX,2022,Northeast
1,1729,Team Inconceivable!,Peterborough,New Hampshire,USA,CMPTX,2022,Northeast
7,1730,Team Driven,Lees Summit,Missouri,USA,CMPTX,2022,Midwest
7,1731,Fresta Valley Robotics Club,Warrenton,Virginia,USA,CMPTX,2022,South
7,1732,Hilltopper Robotics,Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
1,1735,Green Reapers,Worcester,Massachusetts,USA,CMPTX,2022,Northeast
2,1736,Robot Casserole,Peoria,Illinois,USA,CMPTX,2022,Midwest
1,1740,Cyber Colonels,Ledyard,Connecticut,USA,CMPTX,2022,Northeast
2,1741,Red Alert,Greenwood,Indiana,USA,CMPTX,2022,Midwest
1,1742,Shockwave,Norman,Oklahoma,USA,CMPTX,2017,South
2,1743,Short Circuits,Pittsburgh,Pennsylvania,USA,CMPTX,2022,Northeast
1,1744,Robo Rays,Naples,Florida,USA,CMPTX,2022,South
4,1745,The P-51 Mustangs,Richardson,Texas,USA,CMPTX,2022,South
7,1746,OTTO,Cumming,Georgia,USA,CMPTX,2022,South
6,1747,Harrison Boiler Robotics,West Lafayette,Indiana,USA,CMPTX,2022,Midwest
8,1756,Argos,Peoria,Illinois,USA,CMPTX,2022,Midwest
3,1757,Wolverines,Westwood,Massachusetts,USA,CMPTX,2022,Northeast
2,1758,Technomancers,Florence,South Carolina,USA,CMPTX,2022,South
4,1768,Nashoba Robotics,Bolton,Massachusetts,USA,CMPTX,2022,Northeast
10,1771,North Gwinnett Robotics,Suwanee,Georgia,USA,CMPTX,2022,South
2,1775,Tigerbytes,Kansas City,Missouri,USA,CMPTX,2022,Midwest
4,1778,Chill Out,Mountlake Terrace,Washington,USA,CMPTX,2022,West
1,1781,Lindblom Electric Eagles,Chicago,Illinois,USA,CMPTX,2022,Midwest
3,1785,Blue Springs Robocats,Blue Springs,Missouri,USA,CMPTX,2022,Midwest
2,1786,The Robotics Team,Dublin,New Hampshire,USA,CMPTX,2022,Northeast
2,1787,Flying Circuits,Pepper Pike,Ohio,USA,CMPTX,2022,Midwest
1,1793,The Aviators,Norfolk,Virginia,USA,CMPTX,2022,South
1,1795,Team Clutch,Atlanta,Georgia,USA,CMPTX,2022,South
14,1796,RoboTigers,Queens,New York,USA,CMPTX,2022,Northeast
1,1799,Wired Up!,Littleton,Colorado,USA,CMPTX,2022,West
1,1801,The Dapper Dans,Kountze,Texas,USA,,2014,South
1,1802,Team Stealth,Kansas City,Kansas,USA,CMPTX,2022,Midwest
9,1806,S.W.A.T.,Smithville,Missouri,USA,CMPTX,2022,Midwest
4,1807,Redbird Robotics,Allentown,New Jersey,USA,CMPTX,2022,Northeast
1,1810,Jaguar Robotics,Shawnee,Kansas,USA,CMPTX,2022,Midwest
1,1811,FRESH,Newark,New Jersey,USA,CMPTX,2022,Northeast
4,1816,"""The Green Machine""",Edina,Minnesota,USA,CMPTX,2022,Midwest
3,1817,Llano Estacado RoboRaiders,Lubbock,Texas,USA,CMPTX,2022,South
1,1824,1824,Peterborough,New Hampshire,USA,,2012,Northeast
1,1825,The Cyborgs,Kansas City,Missouri,USA,CMPTX,2022,Midwest
2,1831,Screaming Eagles,Gilford,New Hampshire,USA,CMPTX,2022,Northeast
1,1836,The MilkenKnights,Los Angeles,California,USA,CMPTX,2022,West
1,1848,SOUP,Atlanta,Georgia,USA,,2011,South
1,1850,Mechanicats,Chicago,Illinois,USA,,2016,Midwest
3,1868,Space Cookies,Mountain View,California,USA,CMPTX,2022,West
1,1880,Warriors of East Harlem,New York,New York,USA,CMPTX,2022,Northeast
5,1885,ILITE Robotics,Haymarket,Virginia,USA,CMPTX,2022,South
1,1887,Russet Robotix,Shelley,Idaho,USA,,2008,West
1,1893,High Tech Parrots,Baltimore,Maryland,USA,,2011,Northeast
2,1895,Lambda Corps,Manassas,Virginia,USA,CMPTX,2022,South
1,1897,Red Hot Chile Dragons,Albuquerque,New Mexico,USA,,2008,West
1,1899,Saints Robotics,Bellevue,Washington,USA,CMPTX,2022,West
5,1902,Exploding Bacon,Orlando,Florida,USA,CMPTX,2022,South
1,1912,Team Combustion,Slidell,Louisiana,USA,CMPTX,2022,South
1,1914,The MidKnight Inventors,Plainsboro,New Jersey,USA,CMPTX,2022,Northeast
15,1918,NC GEARS,Fremont,Michigan,USA,CMPTX,2022,Midwest
2,1922,Oz-Ram,Contoocook,New Hampshire,USA,CMPTX,2022,Northeast
9,1923,The MidKnight Inventors,Plainsboro,New Jersey,USA,CMPTX,2022,Northeast
1,1927,Tempest,Biloxi,Mississippi,USA,CMPTX,2022,South
2,1939,THE KUHNIGITS,Kansas City,Missouri,USA,CMPTX,2022,Midwest
1,1940,Tech Tigers,Benton Harbor,Michigan,USA,CMPTX,2022,Midwest
1,1967,The Janksters,San Jose,California,USA,CMPTX,2022,West
1,1977,The PowerSquids ,Loveland,Colorado,USA,CMPTX,2022,West
2,1982,Cougar Robotics,Shawnee,Kansas,USA,CMPTX,2022,Midwest
19,1983,Skunk Works Robotics,Seattle,Washington,USA,CMPTX,2022,West
2,1984,Jawas,Overland Park,Kansas,USA,CMPTX,2022,Midwest
3,1985,Robohawks,Florissant,Missouri,USA,CMPTX,2022,Midwest
18,1986,Team Titanium,Lees Summit,Missouri,USA,CMPTX,2022,Midwest
7,1987,Broncobots,Lees Summit,Missouri,USA,CMPTX,2022,Midwest
1,1989,Viking Robotics,Vernon,New Jersey,USA,CMPTX,2022,Northeast
2,1991,Dragons,Hartford,Connecticut,USA,CMPTX,2022,Northeast
1,1997,STAG Robotics,Roeland Park,Kansas,USA,CMPTX,2022,Midwest
1,2002,Tualatin Robotics,Tualatin,Oregon,USA,CMPTX,2017,West
1,2004,Thunderducks,Tulsa,Oklahoma,USA,CMPTX,2017,South
2,2010,The Lightning Bots,Warren,Ohio,USA,CMPTX,2022,Midwest
5,2016,Mighty Monkey Wrenches,Ewing,New Jersey,USA,CMPTX,2022,Northeast
2,2022,Titan Robotics,Aurora,Illinois,USA,CMPTX,2022,Midwest
1,2028,Phantom Robotics,Hampton,Virginia,USA,CMPTX,2022,South
1,2036,The Black Knights,Boulder,Colorado,USA,CMPTX,2022,West
1,2039,Rockford Robotics,Rockford,Illinois,USA,CMPTX,2022,Midwest
1,2040,DERT - Dunlap Eagles Robotics Team,Dunlap,Illinois,USA,CMPTX,2022,Midwest
1,2041,(RC)2,Chicago,Illinois,USA,,2011,Midwest
20,2046,Bear Metal,Maple Valley,Washington,USA,CMPTX,2022,West
2,2048,The Pink Panthers,Detroit,Michigan,USA,CMPTX,2022,Midwest
15,2052,KnightKrawler,New Brighton,Minnesota,USA,CMPTX,2022,Midwest
1,2053,Southern Tier Robotics,Vestal,New York,USA,CMPTX,2022,Northeast
13,2054,Tech Vikes,Hopkins,Michigan,USA,CMPTX,2022,Midwest
5,2059,The Hitchhikers,Apex,North Carolina,USA,CMPTX,2022,South
6,2062,CORE 2062,Waukesha,Wisconsin,USA,CMPTX,2022,Midwest
1,2064,The Panther Project,Southbury / Middlebury,Connecticut,USA,CMPTX,2022,Northeast
2,2067,Apple Pi,Guilford,Connecticut,USA,CMPTX,2022,Northeast
1,2073,EagleForce,Elk Grove,California,USA,CMPTX,2022,West
6,2075,Enigma Robotics,Grand Rapids,Michigan,USA,CMPTX,2022,Midwest
2,2080,Torbotics,Hammond,Louisiana,USA,CMPTX,2022,South
1,2081,Icarus,Peoria,Illinois,USA,CMPTX,2022,Midwest
1,2084,Robots by the C,Manchester,Massachusetts,USA,CMPTX,2022,Northeast
1,2093,Bowtie Brigade,Portland,Oregon,USA,,2015,West
2,2095,Direct Current,Newtown Square,Pennsylvania,USA,CMPTX,2022,Northeast
3,2102,Team Paradox,Encinitas,California,USA,CMPTX,2022,West
1,2108,Team Awkward Turtle,Cary,North Carolina,USA,,2010,South
18,2122,Team Tators,Boise,Idaho,USA,CMPTX,2022,West
2,2130,Alpha+,Bonners Ferry,Idaho,USA,CMPTX,2022,West
2,2135,Presentation Invasion,San Jose,California,USA,CMPTX,2022,West
8,2137,The Oxford RoboCats,Oxford,Michigan,USA,CMPTX,2022,Midwest
4,2147,CHUCK,Spokane,Washington,USA,CMPTX,2022,West
1,2149,CV Bearbots,Veradale,Washington,USA,CMPTX,2017,West
1,2158,ausTIN CANs,Austin,Texas,USA,CMPTX,2022,South
1,2165,BisonBots,Bartlesville,Oklahoma,USA,CMPTX,2022,South
17,2168,Aluminum Falcons,Groton,Connecticut,USA,CMPTX,2022,Northeast
4,2169,KING TeC,Savage,Minnesota,USA,CMPTX,2022,Midwest
2,2171,RoboDogs,Crown Point,Indiana,USA,CMPTX,2022,Midwest
1,2173,Robo Rocks,Bay St. Louis,Mississippi,USA,,2010,South
4,2175,The Fighting Calculators,Saint Paul,Minnesota,USA,CMPTX,2022,Midwest
2,2177,The Robettes,Mendota Heights,Minnesota,USA,CMPTX,2022,Midwest
1,2180,Zero Gravity,Hamilton,New Jersey,USA,CMPTX,2022,Northeast
1,2186,Dogs of Steel,Chantilly,Virginia,USA,CMPTX,2022,South
1,2187,Team Volt,Conway,South Carolina,USA,CMPTX,2022,South
1,2191,Flux Core,Hamilton,New Jersey,USA,CMPTX,2022,Northeast
4,2194,Fondy Fire,Fond du Lac,Wisconsin,USA,CMPTX,2022,Midwest
2,2197,Las Pumas,New Carlisle,Indiana,USA,CMPTX,2022,Midwest
2,2199,Robo-Lions,Finksburg,Maryland,USA,CMPTX,2022,Northeast
4,2202,BEAST Robotics,Brookfield,Wisconsin,USA,CMPTX,2022,Midwest
3,2220,Blue Twilight ,Eagan,Minnesota,USA,CMPTX,2022,Midwest
1,2224,RoboPhoenix,Detroit,Michigan,USA,CMPTX,2022,Midwest
1,2225,R.U.S.T,Brooklyn Park,Minnesota,USA,CMPTX,2022,Midwest
1,2227,Tigers,Fridley,Minnesota,USA,CMPTX,2022,Midwest
1,2228,CougarTech,Honeoye Falls,New York,USA,CMPTX,2022,Northeast
1,2234,Alternating Current,Newtown Square,Pennsylvania,USA,CMPTX,2022,Northeast
1,2240,Brute Force,Denver,Colorado,USA,CMPTX,2022,West
3,2252,The Mavericks,Milan,Ohio,USA,CMPTX,2022,Midwest
1,2259,1/4 Twenties,Denver,Colorado,USA,CMPTX,2022,West
1,2262,Robo-Panthers,Holliston,Massachusetts,USA,CMPTX,2022,Northeast
2,2265,Fe Maidens,Bronx,New York,USA,CMPTX,2022,Northeast
1,2274,Fuego,Bronx,New York,USA,,2008,Northeast
16,2337,EngiNERDs,Grand Blanc,Michigan,USA,CMPTX,2022,Midwest
5,2338,Gear It Forward,Oswego,Illinois,USA,CMPTX,2022,Midwest
1,2339,Robolopes,Lancaster,California,USA,CMPTX,2022,West
2,2344,The Saunders Droid Factory ,Yonkers,New York,USA,CMPTX,2022,Northeast
1,2345,Animal Control,Kearney,Missouri,USA,CMPTX,2022,Midwest
1,2348,Cool Geeks,Honolulu,Hawaii,USA,,2016,West
1,2352,Metal Mayhem,Ada,Oklahoma,USA,CMPTX,2022,South
2,2354,Red River Robotics,Duncan,Oklahoma,USA,CMPTX,2022,South
1,2357,System Meltdown,Peculiar,Missouri,USA,CMPTX,2022,Midwest
1,2359,RoboLobos,Edmond,Oklahoma,USA,CMPTX,2022,South
15,2363,Triple Helix,Newport News,Virginia,USA,CMPTX,2022,South
1,2367,Lancer Robotics,Mountain View,California,USA,CMPTX,2022,West
5,2370,IBOTS,Rutland,Vermont,USA,CMPTX,2022,Northeast
3,2377,C Company,Pasadena,Maryland,USA,CMPTX,2022,Northeast
3,2383,Ninjineers,Fort Lauderdale,Florida,USA,CMPTX,2022,South
1,2389,Oklahoma STORM,Drumright,Oklahoma,USA,,2014,South
1,2395,OKC 4-H Robotics - Ninja Munkees,Oklahoma City,Oklahoma,USA,CMPTX,2022,South
5,2403,Plasma Robotics,Mesa,Arizona,USA,CMPTX,2022,West
2,2405,Techno Trojans,Fruitport,Michigan,USA,CMPTX,2022,Midwest
1,2408,Shrapnel Sergeants,Hazelwood,Missouri,USA,CMPTX,2022,Midwest
2,2410,Blue Valley CAPS Metal Mustang Robotics,Overland Park,Kansas,USA,CMPTX,2022,Midwest
12,2415,WiredCats,Atlanta,Georgia,USA,CMPTX,2022,South
4,2421,RTR Team Robotics,Burke,Virginia,USA,CMPTX,2022,South
1,2424,Robot Mafia,Bixby,Oklahoma,USA,CMPTX,2022,South
1,2438,'Iobotics,Honolulu,Hawaii,USA,CMPTX,2022,West
3,2439,Bearbotics,Wailuku,Hawaii,USA,CMPTX,2022,West
2,2443,Blue Thunder,Kahului,Hawaii,USA,CMPTX,2022,West
1,2444,Kamehameha RoboWarriors,Honolulu,Hawaii,USA,CMPTX,2022,West
